id,name,city,latitude,longitude,address
bus_stop3125,"Solteri ""Nido La Trottola""",Trento,46.087986,11.121271,"NoFormat, 39/9, Via dei Solteri, Centochiavi, Solteri, Martignano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3126,"Solteri ""Nido La Trottola""",Trento,46.087571,11.121351,"Solteri / ""Nido La Trottola"", Via dei Solteri, Centochiavi, Solteri, Martignano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3127,Gardolo Soprasasso,Trento,46.105678,11.10755,"Via Soprasasso, Maso Rossi, Canova, Gardolo, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3128,Gardolo Soprasasso,Trento,46.105504,11.107292,"Gardolo / Soprasasso, Via Soprasasso, Maso Rossi, Canova, Gardolo, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3129,"Gardolo ""Cimitero""",Trento,46.106505,11.105508,"Cimitero Gardolo, Via Aeroporto, Maso Rossi, Canova, Gardolo, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3130,Parco Del Dos Trent,Trento,46.073381,11.107446,"""Parco del Dos Trent"", Via Dòs Trento, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3131,Parco Del Dos Trent,Trento,46.073309,11.107374,"Via Dòs Trento, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3132,Brescia Divisioni Alpine,Trento,46.071056,11.109687,"Via Brescia, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3133,Brescia Divisioni Alpine,Trento,46.070913,11.109657,"Brescia / Divisioni Alpine, Via Brescia, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3134,Vela S.Giorgio,Trento,46.076202,11.105078,"Padel Trento Arena, 64, Via Santi Cosma e Damiano, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3135,Vela S.Giorgio,Trento,46.076062,11.105184,"Padel Trento Arena, 64, Via Santi Cosma e Damiano, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3136,"Dos Trento ""Centro Sportivo""",Trento,46.075677,11.10698,"Via Santi Cosma e Damiano, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3137,"Dos Trento ""Centro Sportivo""",Trento,46.075319,11.107403,"Dos Trento / ""Centro Sportivo"", Via Santi Cosma e Damiano, Piedicastello, Vela, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3138,"Sp 90 ""Maso Prudenza""",Trento,46.028867,11.111518,"SP90 / ""Maso Prudenza"", Via Stella, Maso Stella, Ravina Romagnano, Ravina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop3139,"Sp 90 ""Maso Prudenza""",Trento,46.029291,11.111768,"Via Stella, Maso Stella, Ravina Romagnano, Ravina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop3140,Maso Rossi Aichner,Trento,46.10516,11.100561,"Via Martino Aichner, Maso Rossi, Canova, Roncafort, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3141,Torre Verde Galasso,Trento,46.070659,11.122783,"16, Via Torre Verde, Bolghera, Centro storico, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3142,Travai Al Nuoto / Muse,Trento,46.064556,11.120923,"11, Via del Travai, Bolghera, Centro storico, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3143,"Vittorio Veneto ""S.Giuseppe""",Trento,46.057773,11.119304,"14, Via Vittorio Veneto, Clarina, San Pio X, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
