id,name,city,latitude,longitude,address
bus_stop1040,Storo Strada V.Di Ledro Civ.7,Ca Rossa,45.846511,10.582364,"22, Via Giuseppe Garibaldi, Ca Rossa, Storo, Comunita delle Giudicarie, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38089, Italia"
bus_stop1041,Tiarno di Sopra-Mariani,Tiarno di Sopra,45.882639,10.666287,"Via Ampola, Tiarno di Sopra, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1042,Tiarno di Sopra,Tiarno di Sopra,45.890019,10.671908,"Ribaga Self Service, 16, Via Vittorio Emanuele, Tiarno di Sopra, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
bus_stop1043,Mezzolago,Mezzolago,45.880745,10.750804,"Via Lungolago, Mezzolago, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
bus_stop1044,Molina di Ledro-Lago,Molina di Ledro,45.873879,10.766534,"48, Via Maffei, Molina di Ledro, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
bus_stop1045,Molina di Ledro,Molina di Ledro,45.871873,10.771779,"55, Via Maffei, Legos, Barcesino, Molina di Ledro, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
bus_stop1046,Barcesino,Molina di Ledro,45.871071,10.779829,"SS240, Legos, Barcesino, Molina di Ledro, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
bus_stop1047,Biacesa,Biacesa di Ledro,45.864938,10.80495,"2, Via Francesco Arcioni, Prè di Ledro, Biacesa di Ledro, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
bus_stop1048,Tiarno di Sopra-Cooperativa,Tiarno di Sopra,45.891119,10.674815,"Via Vittorio Emanuele, Tiarno di Sopra, Ledro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1049,Padergnone Bivio,Vallelaghi,46.060261,10.992515,"Strada Provinciale 84 di Cavedine, Padergnone, Vallelaghi, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38076, Italia"
bus_stop1050,Calavino,Calavino,46.045571,10.98281,"24, Strada Provinciale 84 di Cavedine, Calavino, Madruzzo, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38076, Italia"
bus_stop1051,Calavino-Via Battisti,Calavino,46.04142,10.982351,"Via Cesare Battisti, Castel Madruzzo, Calavino, Madruzzo, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38076, Italia"
bus_stop1052,Madruzzo Bivio,Lasino,46.033912,10.981411,"Strada Provinciale 84 di Cavedine, Castel Madruzzo, Lasino, Madruzzo, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38076, Italia"
bus_stop1053,Lasino-Pizzeria 4 Stagioni,Lasino,46.024861,10.981216,"Strada Provinciale 84 di Cavedine, Castel Madruzzo, Lasino, Madruzzo, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38076, Italia"
bus_stop1054,Lasino-Piazza,Lasino,46.023488,10.983346,"Via Bassetti, Lasino, Madruzzo, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38076, Italia"
bus_stop1055,Stravino-Loc.Berlonga,Stravino,46.007748,10.981169,"Strada Provinciale 84 di Cavedine, Stravino, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1056,Stravino,Stravino,46.003193,10.98043,"Via Antonio Rosmini, Stravino, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1057,Cavedine-Telsar S.P.A.,Brusino,45.997601,10.977439,"Viale Alcide Degasperi ( SP 84 di Cavedine), Brusino, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1058,Cavedine,Brusino,45.99391,10.973345,"Piazza Italia, Brusino, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1059,Brusino,Brusino,45.985835,10.975989,"Brusino, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1060,Cavedine-Loc.Mai,Brusino,45.984137,10.977891,"Strada Provinciale 84 di Cavedine, Brusino, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1061,Vigo Cavedine Bivio,Vigo Cavedine,45.978039,10.97766,"Via Nuova, Vigo Cavedine, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1062,Vigo Cavedine,Vigo Cavedine,45.978967,10.981218,"Via Garibaldi, Vigo Cavedine, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1063,Vigo Cavedine Bivio,Vigo Cavedine,45.977948,10.977722,"Vigo Cavedine ( via Nuova), Via Nuova, Vigo Cavedine, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
bus_stop1064,Masi di Vigo Cavedine-Bivio,Luch,45.972584,10.974058,"Strada Provinciale 84 di Cavedine, Luch, Cavedine, Comunita della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38074, Italia"
bus_stop1065,Luch,Luch,45.96582,10.962326,"Luch, Drena, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38074, Italia"
bus_stop1066,Drena,Luch,45.971088,10.944496,"Via Roma - Strada Provinciale 84 di Cavedine, Luch, Drena, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38074, Italia"
bus_stop1067,Lavini di Dro,Dro,45.972772,10.934372,"2, Strada Provinciale 84 di Cavedine, Dro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38074, Italia"
bus_stop1068,Centrale di Drena,Dro,45.967116,10.928189,"Strada Provinciale 84 di Cavedine, Localita Maso Tabiet, Dro, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38074, Italia"
bus_stop1069,Arco Via Capitelli,Chiarano,45.919118,10.880277,"7, Viale dei Capitelli, Chiarano, Arco, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
bus_stop1070,Arco Ospedale,Chiarano,45.918801,10.876024,"27, Viale dei Capitelli, Chiarano, Arco, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
