gid	osm_id	code	fclass	name	coordinates
244043	4388840124	4132	cave_entrance	Grotta delle Taie	POINT(11.5668209 46.0160877)
244044	4388840125	4132	cave_entrance	Grotta dello Sbircio	POINT(11.5868494 46.0053976)
244045	4388840126	4132	cave_entrance	Pozzo Nicola	POINT(11.579946 46.0056058)
244046	4388840127	4132	cave_entrance	Pozzo della Saetta	POINT(11.582591 46.0063131)
244047	4388840128	4132	cave_entrance	Pozzo della Singala	POINT(11.5879808 46.004733)
244048	4388842583	4132	cave_entrance	Pozzo delle Fratte	POINT(11.5552389 46.0653772)
244049	4388861181	4132	cave_entrance	Grotta del Corvo	POINT(11.6171894 46.0088652)
244050	4388861182	4132	cave_entrance	Grotta del Salto	POINT(11.6178003 46.0086712)
244051	4388876644	4132	cave_entrance	Antro a SSE di Sant' Antonio	POINT(11.6150319 46.0934588)
244052	4388876645	4132	cave_entrance	Buco del Fango	POINT(11.5926849 46.0801229)
244053	4388876646	4132	cave_entrance	Grotta 1 delle sabbie	POINT(11.6212729 46.0792814)
244054	4388876647	4132	cave_entrance	Grotta 2 delle sabbie	POINT(11.6211941 46.0792562)
244055	4388876648	4132	cave_entrance	Grotta dell' Asenaro	POINT(11.6209918 46.0776146)
244056	4388876649	4132	cave_entrance	Grotta di Gange	POINT(11.6136137 46.088176)
244057	4388876650	4132	cave_entrance	Grotta di Lissa	POINT(11.6298901 46.0752538)
244058	4388881083	4132	cave_entrance	Bus de l' Acqua	POINT(11.6811786 46.087753)
244059	4388907858	4132	cave_entrance	Caverna 2 di Malga Valfontane	POINT(11.6684993 46.1048373)
244060	4388907859	4132	cave_entrance	Caverna dei Pastori	POINT(11.6568324 46.0903937)
244061	4388907860	4132	cave_entrance	Cavernetta sotto Pozzo Lares	POINT(11.6622601 46.0999517)
244062	4388907861	4132	cave_entrance	Grotta a Est di Malga Valfontane	POINT(11.6684958 46.1048374)
244063	4388907862	4132	cave_entrance	Grotta a Sud di Malga Zanca	POINT(11.6915587 46.1117755)
244064	4388907863	4132	cave_entrance	Pozzo Lares	POINT(11.6622636 46.1000236)
244065	4388907864	4132	cave_entrance	Pozzo del dragone	POINT(11.6654641 46.099319)
244066	4388907865	4132	cave_entrance	Sorgente di Malga Arpaco	POINT(11.6988921 46.1116924)
244067	4388907866	4132	cave_entrance	Uvada	POINT(11.6613364 46.1065615)
244071	4388960222	4132	cave_entrance	Caverna dei ciclopi	POINT(11.722501 46.1199366)
244072	4388960223	4132	cave_entrance	Caverna del fiume scomparso	POINT(11.7209719 46.1204231)
244073	4388960224	4132	cave_entrance	Caverna sentinella 1	POINT(11.7227193 46.1204265)
244074	4388960225	4132	cave_entrance	Caverna sentinella 2�	POINT(11.7227189 46.1204175)
244075	4388960226	4132	cave_entrance	Caverna sentinella 3	POINT(11.722648 46.1202932)
244076	4388960227	4132	cave_entrance	Grotta 1 delle Pale Rosse	POINT(11.7263818 46.118584)
244077	4388960228	4132	cave_entrance	Grotta della Fosca	POINT(11.726276 46.1340042)
244078	4388960229	4132	cave_entrance	Grotta della Volpe	POINT(11.7268325 46.1339999)
244079	4388960230	4132	cave_entrance	Grotticella alla Casera Spessa	POINT(11.6935898 46.1290196)
244080	4388960231	4132	cave_entrance	Tana trifoglio	POINT(11.722432 46.1198483)
244081	4390660635	4132	cave_entrance	Covolo del Vento	POINT(11.6084148 46.0041255)
244082	4390660636	4132	cave_entrance	Covolo della Tomba	POINT(11.6059965 46.004)
244083	4390660637	4132	cave_entrance	Grotta 1 delle Beccarie	POINT(11.6077734 46.0047244)
244084	4390660638	4132	cave_entrance	Grotta 2 delle Beccarie	POINT(11.6077737 46.0047243)
244085	4390660639	4132	cave_entrance	Grotta dei Soeri	POINT(11.6115525 46.0073382)
244086	4390677241	4132	cave_entrance	Grotta 1 dei Briganti	POINT(11.6015017 45.9923717)
244087	4390677242	4132	cave_entrance	Grotta 2 dei Briganti	POINT(11.60155 45.9923382)
244088	4390677243	4132	cave_entrance	Pozzo Dogomale	POINT(11.5940213 46.0008889)
244089	4390677244	4132	cave_entrance	Pozzo dei Caprioli	POINT(11.6097407 45.9995587)
244090	4390677245	4132	cave_entrance	Pozzo dello sciamano	POINT(11.6055919 45.9981143)
244091	4390691799	4132	cave_entrance	Buco del Pal	POINT(11.5909969 45.9873309)
244092	4390691800	4132	cave_entrance	Pozzo Alessandro	POINT(11.5997844 45.9874651)
244093	4390691801	4132	cave_entrance	Pozzo dei Cinque	POINT(11.586827 45.9906656)
244094	4390691802	4132	cave_entrance	Pozzo della Scura	POINT(11.5918221 45.9817768)
244095	4390719332	4132	cave_entrance	Crepa della Barbana	POINT(11.5673776 46.0065038)
244096	4390719333	4132	cave_entrance	Crepa della Catarinela	POINT(11.5671063 46.0070589)
244097	4390719334	4132	cave_entrance	Occhio Destro Val delle Taie	POINT(11.5673772 46.0070528)
244098	4390719335	4132	cave_entrance	Occhio Sinistro Val delle Taie	POINT(11.5673722 46.007053)
244099	4390719336	4132	cave_entrance	Sfesa del Sanguanelo	POINT(11.5679329 46.0065003)
244100	4390719337	4132	cave_entrance	Tana dei Beatrichi	POINT(11.5665223 46.006721)
244101	4390749838	4132	cave_entrance	Buco del Baito	POINT(11.483212 46.001219)
244102	4390749839	4132	cave_entrance	Bus dele Dodese	POINT(11.4642391 45.9942226)
244103	4390749840	4132	cave_entrance	Busi della Lasta Rossa	POINT(11.4585208 46.0050564)
244104	4390749841	4132	cave_entrance	Covolo della Val Fassinera	POINT(11.4559635 46.0073886)
244105	4390749842	4132	cave_entrance	Pozzo I Baito Cuvolin	POINT(11.4803788 46.0011095)
244106	4390749843	4132	cave_entrance	Pozzo II Baito Cuvolin	POINT(11.4799941 46.0011719)
244107	4390749844	4132	cave_entrance	Pozzo III Baito Cuvolin	POINT(11.4819352 46.0003917)
244108	4390749845	4132	cave_entrance	Pozzo IV Baito Cuvolin	POINT(11.4819328 46.0003377)
244109	4390749846	4132	cave_entrance	Pozzo V Baito Cuvolin	POINT(11.4819299 46.0002748)
244110	4390749847	4132	cave_entrance	Pozzo VI Baito Cuvolin	POINT(11.4818269 46.0031662)
244111	4390749848	4132	cave_entrance	Pozzo VII Baito Cuvolin	POINT(11.4834825 46.0017801)
244112	4390749849	4132	cave_entrance	Pozzo sotto Cima Undici	POINT(11.4835195 46.0043354)
244113	4390794361	4132	cave_entrance	Risorgiva di Val Noana	POINT(11.8131647 46.1306614)
244188	4411116124	4132	cave_entrance	Stoli	POINT(11.8038808 46.1557093)
244286	4428062621	4132	cave_entrance	\N	POINT(11.4244341 45.9192592)
244404	4441355180	4132	cave_entrance	\N	POINT(11.3658131 46.0941841)
244686	4470383224	4132	cave_entrance	\N	POINT(11.5305277 46.0334487)
244687	4470383225	4132	cave_entrance	\N	POINT(11.5303976 46.0334519)
244688	4470383935	4132	cave_entrance	\N	POINT(11.5301924 46.033349)
244690	4470383992	4132	cave_entrance	\N	POINT(11.5297302 46.0331249)
244691	4470384055	4132	cave_entrance	\N	POINT(11.5303766 46.0335613)
244692	4470384090	4132	cave_entrance	\N	POINT(11.5301072 46.0331496)
244718	4475128376	4132	cave_entrance	\N	POINT(11.5556284 46.1714363)
244796	4497271515	4132	cave_entrance	\N	POINT(11.5436406 46.0477314)
244797	4497271520	4132	cave_entrance	\N	POINT(11.5450533 46.047504)
244798	4497275372	4132	cave_entrance	\N	POINT(11.543716 46.0467655)
244799	4497275373	4132	cave_entrance	\N	POINT(11.5440679 46.0466872)
244800	4497275395	4132	cave_entrance	\N	POINT(11.5435051 46.047829)
245242	4511942363	4132	cave_entrance	\N	POINT(11.5433177 46.0480393)
245243	4511942371	4132	cave_entrance	\N	POINT(11.5432295 46.0482667)
245383	4533683487	4132	cave_entrance	\N	POINT(11.5443931 46.0480812)
245384	4533683488	4132	cave_entrance	\N	POINT(11.5442629 46.0481074)
245385	4533699889	4132	cave_entrance	\N	POINT(11.5437052 46.0482709)
245386	4533699890	4132	cave_entrance	\N	POINT(11.5436217 46.0483023)
245658	4561797875	4132	cave_entrance	Galleria di Angelo	POINT(11.6733591 45.847616)
245742	4572848621	4132	cave_entrance	\N	POINT(11.4613693 46.2942139)
245789	4581080408	4132	cave_entrance	\N	POINT(11.4646177 46.0692247)
245790	4581080409	4132	cave_entrance	\N	POINT(11.4648176 46.0696216)
246942	4685492856	4132	cave_entrance	\N	POINT(11.5433149 46.0686241)
247186	4695921996	4132	cave_entrance	Postazione Austriaca 1915/1918	POINT(11.2767013 46.1162799)
252246	4868020136	4132	cave_entrance	\N	POINT(11.4834847 45.9425592)
252247	4868020137	4132	cave_entrance	Busa del Can	POINT(11.4781454 45.9732765)
252675	4932363970	4132	cave_entrance	Bärenhöhle - Grotta dell'Orso	POINT(11.9859105 46.5741567)
252725	4949251907	4132	cave_entrance	\N	POINT(11.5528031 46.0632017)
252774	4958841945	4132	cave_entrance	\N	POINT(11.5099069 46.0384856)
252776	4959579643	4132	cave_entrance	\N	POINT(11.4997895 46.0407745)
252985	4978058993	4132	cave_entrance	\N	POINT(11.5484948 46.0528508)
252986	4978058994	4132	cave_entrance	\N	POINT(11.5484106 46.0528618)
253115	5009897097	4132	cave_entrance	\N	POINT(11.5470972 46.0607225)
253116	5009897098	4132	cave_entrance	\N	POINT(11.5469527 46.0610269)
254349	5122250374	4132	cave_entrance	Buso dell'Orco	POINT(11.6580212 45.8174068)
255053	5155292855	4132	cave_entrance	Grotta di Ernesto	POINT(11.6563377 45.9781115)
257047	5171497939	4132	cave_entrance	\N	POINT(11.772324 46.0878954)
257622	5237738267	4132	cave_entrance	\N	POINT(11.5009636 46.0985385)
258293	5296198933	4132	cave_entrance	\N	POINT(11.4967838 46.0814037)
258294	5296198936	4132	cave_entrance	\N	POINT(11.4969705 46.0825333)
258295	5296198941	4132	cave_entrance	\N	POINT(11.496752 46.0823694)
258296	5296243505	4132	cave_entrance	\N	POINT(11.5230072 46.0315842)
258385	5303024436	4132	cave_entrance	\N	POINT(11.58677 46.0720134)
258386	5303024437	4132	cave_entrance	\N	POINT(11.5870639 46.0728179)
260033	5453802639	4132	cave_entrance	\N	POINT(11.4823672 46.0335253)
260034	5453802640	4132	cave_entrance	\N	POINT(11.4826333 46.0333333)
260279	5483449116	4132	cave_entrance	\N	POINT(11.4824196 46.0334648)
260280	5483449117	4132	cave_entrance	\N	POINT(11.482467 46.0334369)
260356	5498419696	4132	cave_entrance	\N	POINT(11.5167035 46.0358276)
260357	5498419699	4132	cave_entrance	\N	POINT(11.5201646 46.0373903)
260367	5503819187	4132	cave_entrance	\N	POINT(11.5147665 46.0374405)
260368	5503819188	4132	cave_entrance	\N	POINT(11.511304 46.0381563)
260376	5509362675	4132	cave_entrance	Sorgente Ferrugginosa	POINT(11.2764748 46.1300562)
260567	5537655398	4132	cave_entrance	\N	POINT(11.5500534 46.0613373)
260568	5537655399	4132	cave_entrance	\N	POINT(11.5493426 46.0610376)
260674	5564912165	4132	cave_entrance	\N	POINT(11.5689496 46.0620323)
260732	5567355718	4132	cave_entrance	\N	POINT(11.5856197 46.07265)
260733	5567355719	4132	cave_entrance	\N	POINT(11.5855543 46.0726392)
260992	5588831100	4132	cave_entrance	\N	POINT(11.5885323 46.0437634)
260993	5588832442	4132	cave_entrance	\N	POINT(11.5815988 46.047092)
260994	5588832465	4132	cave_entrance	\N	POINT(11.5826748 46.0638192)
261133	5600353623	4132	cave_entrance	\N	POINT(11.6248957 45.8547314)
